-ACB NAME     TTR    ACB-TYPE   DATE     TIME        SIZE     REL   PSBW      CSA       SAS
 TOLMP58A    05DE07  PSB       04.312  07:19:10.06  00008896  7.1  00008960  00001152  00007744
 TOLMP59A    05DE0A  PSB       04.312  07:19:10.06  00008896  7.1  00008960  00001152  00007744
 TOLMR01A    05DE0D  PSB       04.312  07:19:10.06  00007040  7.1  00008128  00001280  00005760
 TOLMR02A    05DF01  PSB       04.312  07:19:10.06  00007232  7.1  00008384  00001280  00005952
 TOLMR03A    05DF04  PSB       04.312  07:19:10.06  00007040  7.1  00008128  00001280  00005760
 TOLMR04A    05DF07  PSB       04.312  07:19:10.06  00007168  7.1  00008384  00001280  00005888
 TOLMR05A    05DF0A  PSB       04.312  07:19:10.06  00007232  7.1  00008384  00001280  00005952
 TOLMR06A    05DF0D  PSB       04.312  07:19:10.06  00007232  7.1  00008384  00001280  00005952
 TOLMR07A    05DF10  PSB       04.312  07:19:10.06  00007232  7.1  00008384  00001280  00005952
 TOLMR08A    05E001  PSB       04.312  07:19:10.06  00007232  7.1  00008384  00001280  00005952
 TOLMR09A    05E004  PSB       04.312  07:19:10.06  00007168  7.1  00008384  00001280  00005888
 TOLMR10A    05E007  PSB       04.312  07:19:10.06  00007168  7.1  00008384  00001280  00005888
 TOLMR11A    05E00A  PSB       04.312  07:19:10.06  00007168  7.1  00008384  00001280  00005888
 TOLMR12A    05E00D  PSB       04.312  07:19:10.06  00007296  7.1  00008640  00001280  00006016
 TOLMR13A    05E010  PSB       04.312  07:19:10.06  00007296  7.1  00008640  00001280  00006016
 TOLMR14A    05E101  PSB       04.312  07:19:10.06  00007296  7.1  00008640  00001280  00006016
1 16:59:37  04.313 - ACB DIRECTORY LIST FOR LIBRARY - K9210P.IMSA.ACBLIB
-ACB NAME     TTR    ACB-TYPE   DATE     TIME        SIZE     REL   PSBW      CSA       SAS
0TOLMR15A    05E104  PSB       04.312  07:19:10.06  00007232  7.1  00008384  00001280  00005952
 TOLMR16A    05E107  PSB       04.312  07:19:10.06  00007744  7.1  00008960  00001280  00006464
 TOLMR17A    05E10A  PSB       04.312  07:19:10.06  00007744  7.1  00008960  00001280  00006464
 TOLMR18A    05E10D  PSB       04.312  07:19:10.06  00007680  7.1  00008960  00001280  00006400
 TOLMR19A    05E110  PSB       04.312  07:19:10.06  00007680  7.1  00008960  00001280  00006400
 TOLMR20A    05E203  PSB       04.312  07:19:10.06  00007040  7.1  00008128  00001280  00005760
 TOLMR21A    05E206  PSB       04.312  07:19:10.06  00007040  7.1  00008128  00001280  00005760
 TOLMR22A    05E209  PSB       04.312  07:19:10.06  00010688  7.1  00008192  00001792  00008896
 TOLMR23A    05E20C  PSB       04.312  07:19:10.06  00011776  7.1  00008768  00001792  00009984
 TOLMR24A    05E301  PSB       04.312  07:19:10.06  00011264  7.1  00008512  00001792  00009472
 TOLMR25A    05E304  PSB       04.312  07:19:10.06  00007296  7.1  00008640  00001280  00006016
 TOLMR40A    05E307  PSB       04.312  07:19:10.06  00003904  7.1  00007616  00000704  00003200
 TOLMR51A    05E30A  PSB       04.312  07:19:10.06  00008576  7.1  00008960  00001024  00007552
 TOLMR52A    05E30D  PSB       04.312  07:19:10.06  00008576  7.1  00008960  00001024  00007552
 TOLMR53A    05E401  PSB       04.312  07:19:10.06  00008576  7.1  00008960  00001024  00007552
 TOLMR54A    05E404  PSB       04.312  07:19:10.06  00008576  7.1  00008960  00001024  00007552
 TOLMR55A    05E407  PSB       04.312  07:19:10.06  00008576  7.1  00008960  00001024  00007552
 TOLMR56A    05E40A  PSB       04.312  07:19:10.06  00008576  7.1  00008960  00001024  00007552
 TOLMR57A    05E40D  PSB       04.312  07:19:10.06  00008576  7.1  00008960  00001024  00007552
 TOLMR58A    05E501  PSB       04.312  07:19:10.06  00008576  7.1  00008960  00001024  00007552
 TOLMR59A    05E504  PSB       04.312  07:19:10.06  00008576  7.1  00008960  00001024  00007552
 TOLMR60A    05E507  PSB       04.312  07:19:10.06  00008576  7.1  00008960  00001024  00007552
 TOLVT10A    05E50A  PSB       04.312  07:19:10.06  00005248  7.1  00005440  00000576  00004672
 TPSBLZ1A    05E50D  PSB       04.312  07:19:10.06  00005952  7.1  00004224  00000832  00005120
 TPSBLZ1B    05E601  PSB       04.312  07:19:10.06  00010176  7.1  00025536  00001216  00008960
 TPSBLZ2A    05E604  PSB       04.312  07:19:10.06  00010176  7.1  00025536  00001216  00008960
 TPSBLZ4A    05E607  PSB       04.312  07:19:10.06  00006656  7.1  00004608  00000640  00006016
 TPSBLZ8A    05E60A  PSB       04.312  07:19:10.06  00005376  7.1  00004416  00000640  00004736
 TPSCV00     05E60D  PSB       04.312  07:19:10.06  00004736  7.1  00003968  00000576  00004160
 TPSDTZAA    05E610  PSB       04.312  07:19:10.06  00004032  7.1  00003200  00000576  00003456
 TPSDTZPA    05E701  PSB       04.312  07:19:10.06  00004032  7.1  00003200  00000576  00003456
 TPSEZ00A    05E704  PSB       04.312  07:19:10.06  00016064  7.1  00031104  00001856  00014208
 TPSMB00A    05E707  PSB       04.312  07:19:10.06  00012480  7.1  00004672  00001472  00011008
 TPSMC00A    05E70A  PSB       04.312  07:19:10.06  00015872  7.1  00021824  00001856  00014016
 TPSMC00P    05E801  PSB       04.312  07:19:10.06  00013248  7.1  00021824  00001664  00011584
 TPSMC01A    05E804  PSB       04.312  07:19:10.06  00015232  7.1  00021824  00001856  00013376
 TPSMDI1A    05E807  PSB       04.312  07:19:10.06  00005312  7.1  00020416  00000768  00004544
 TPSMDI2A    05E80A  PSB       04.312  07:19:10.06  00006080  7.1  00020416  00000768  00005312
 TPSMD00A    05E901  PSB       04.312  07:19:10.06  00008768  7.1  00007232  00001024  00007744
 TPSMD00P    05E904  PSB       04.312  07:19:10.06  00009792  7.1  00007232  00001024  00008768
 TPSME00A    05E907  PSB       04.312  07:19:10.06  00014784  7.1  00010112  00001664  00013120
 TPSME01A    05E90A  PSB       04.312  07:19:10.06  00014400  7.1  00010112  00001664  00012736
 TPSMF00A    05EA01  PSB       04.312  07:19:10.06  00009984  7.1  00007552  00001216  00008768
 TPSMF00P    05EA04  PSB       04.312  07:19:10.06  00011008  7.1  00007552  00001216  00009792
 TPSMH00A    05EA07  PSB       04.312  07:19:10.06  00008768  7.1  00007232  00001024  00007744
 TPSMH00P    05EA0A  PSB       04.312  07:19:10.06  00009792  7.1  00007232  00001024  00008768
 TPSMH00U    05EB01  PSB       04.312  07:19:10.06  00009792  7.1  00004672  00001152  00008640
 TPSMIS0A    05EB04  PSB       04.312  07:19:10.06  00009088  7.1  00004032  00000768  00008320
 TPSMI00A    05EB07  PSB       04.312  07:19:10.06  00009280  7.1  00007232  00001024  00008256
 TPSMI00P    05EB0A  PSB       04.312  07:19:10.06  00009792  7.1  00007232  00001024  00008768
1 16:59:37  04.313 - ACB DIRECTORY LIST FOR LIBRARY - K9210P.IMSA.ACBLIB
-ACB NAME     TTR    ACB-TYPE   DATE     TIME        SIZE     REL   PSBW      CSA       SAS
0TPSMI00U    05EC01  PSB       04.312  07:19:10.06  00012928  7.1  00014656  00001536  00011392
 TPSMJ00A    05EC04  PSB       04.312  07:19:10.06  00009216  7.1  00013504  00001152  00008064
 TPSMJ00P    05EC07  PSB       04.312  07:19:10.06  00010880  7.1  00007232  00001216  00009664
 TPSMJ00U    05EC0A  PSB       04.312  07:19:10.06  00014016  7.1  00014656  00001728  00012288
 TPSML00A    05ED01  PSB       04.312  07:19:10.06  00014016  7.1  00014656  00001728  00012288
 TPSMN00A    05ED04  PSB       04.312  07:19:10.06  00005824  7.1  00013504  00000896  00004928
 TPSMN00P    05ED07  PSB       04.312  07:19:10.06  00004352  7.1  00013504  00000640  00003712
 TPSMQ00A    05ED0A  PSB       04.312  07:19:10.06  00009600  7.1  00005312  00001024  00008576
 TPSMT15A    05ED0D  PSB       04.312  07:19:10.06  00006080  7.1  00004032  00000576  00005504
 TPSMZ00A    05EE01  PSB       04.312  07:19:10.06  00009408  7.1  00007552  00001024  00008384
 TPSMZ00P    05EE04  PSB       04.312  07:19:10.06  00009920  7.1  00007552  00001024  00008896
 TPSPFIMS    05EE07  PSB       04.312  07:19:10.06  00010560  7.1  00004608  00001216  00009344
 TPSPLOAD    05EE0A  PSB       04.312  07:19:10.06  00004608  7.1  00004032  00000384  00004224
 TPSPMFUA    05EE0D  PSB       04.312  07:19:10.06  00005184  7.1  00020416  00000768  00004416
 TPSPPCV     05EE10  PSB       04.312  07:19:10.06  00005120  7.1  00004608  00000576  00004544
 TPSPUPDT    05EF02  PSB       04.312  07:19:10.06  00004800  7.1  00004608  00000384  00004416
 TPSSMUT     05EF05  PSB       04.312  07:19:10.06  00004672  7.1  00004032  00000384  00004288
 TPSSON      05EF08  PSB       04.312  07:19:10.06  00011520  7.1  00003712  00001984  00009536
 TPSTPVLA    05EF0B  PSB       04.312  07:19:10.06  00002624  7.1  00001792  00000384  00002240
 TPSTXDSA    05EF0E  PSB       04.312  07:19:10.06  00005824  7.1  00013504  00000896  00004928
 TPSTXDSP    05EF11  PSB       04.312  07:19:10.06  00004352  7.1  00013504  00000640  00003712
 TPSUJ00A    05EF14  PSB       04.312  07:19:10.06  00006848  7.1  00004032  00000832  00006016
 TPSULDBA    05F001  PSB       04.312  07:19:10.06  00006080  7.1  00004032  00000576  00005504
 TPSUTDBA    05F004  PSB       04.312  07:19:10.06  00005184  7.1  00004032  00000576  00004608
 TPSUTDBP    05F007  PSB       04.312  07:19:10.06  00005312  7.1  00004544  00000576  00004736
 TPSVT23A    05F00A  PSB       04.312  07:19:10.06  00006272  7.1  00004608  00000576  00005696
 TPSVT60A    05F00D  PSB       04.312  07:19:10.06  00006080  7.1  00004032  00000576  00005504
 TPVPLOAD    05F010  PSB       04.312  07:19:10.06  00002624  7.1  00001792  00000384  00002240
 TPVPSMUT    05F013  PSB       04.312  07:19:10.06  00002624  7.1  00001792  00000384  00002240
 TSGDBUN     05F016  PSB       04.312  07:19:10.06  00002432  7.1  00001216  00000320  00002112
 ULIGE01     05F101  PSB       04.312  07:19:10.06  00007680  7.1  00008640  00000896  00006784
 ULIPAS30    05F104  PSB       04.312  07:19:10.06  00006400  7.1  00003200  00001024  00005376
 ULIUL010    05F107  PSB       04.312  07:19:10.06  00005248  7.1  00012032  00000768  00004480
 ULIUL020    05F10A  PSB       04.312  07:19:10.06  00004608  7.1  00024448  00000576  00004032
 ULTPENDP    05F10D  PSB       04.312  07:19:10.06  00004096  7.1  00020288  00000576  00003520
 ULTPPMFP    05F110  PSB       04.312  07:19:10.06  00002880  7.1  00020160  00000384  00002496
 ULTSRCH     05F201  PSB       04.312  07:19:10.06  00015040  7.1  00024128  00002176  00012864
 UNVCLOAD    05F206  PSB       04.312  07:19:10.06  00002752  7.1  00012288  00000384  00002368
 UNVCUPDT    05F209  PSB       04.312  07:19:10.06  00002880  7.1  00012480  00000384  00002496
 UNVPLOAD    05F20C  PSB       04.312  07:19:10.06  00002496  7.1  00003584  00000384  00002112
 UNVPUPDT    05F20F  PSB       04.312  07:19:10.06  00002624  7.1  00003776  00000384  00002240
 UTLDBDIS    05F212  PSB       04.312  07:19:10.06  00000384  7.1  00000192  00000384  00000000
 VLIARC01    05F214  PSB       04.312  07:19:10.06  00004736  7.1  00024448  00000576  00004160
 VLIARC05    05F217  PSB       04.312  07:19:10.06  00004736  7.1  00024448  00000576  00004160
 VLIDCVR     05F301  PSB       04.312  07:19:10.06  00009088  7.1  00008704  00001152  00007936
 VLIGE02     05F304  PSB       04.312  07:19:10.06  00007680  7.1  00008640  00000896  00006784
 VLIG203     05F307  PSB       04.312  07:19:10.06  00004096  7.1  00003200  00000640  00003456
 VLIMPFTO    05F30A  PSB       04.312  07:19:10.06  00007360  7.1  00010624  00001152  00006208
 VLIMPFT1    05F30D  PSB       04.312  07:19:10.06  00005376  7.1  00003584  00000832  00004544
 VLIMPNAV    05F310  PSB       04.312  07:19:10.06  00006720  7.1  00013504  00001024  00005696
1 16:59:37  04.313 - ACB DIRECTORY LIST FOR LIBRARY - K9210P.IMSA.ACBLIB
-ACB NAME     TTR    ACB-TYPE   DATE     TIME        SIZE     REL   PSBW      CSA       SAS
0VLIMPUV1    05F401  PSB       04.312  07:19:10.06  00003776  7.1  00009600  00000704  00003072
 VLIMPZRU    05F404  PSB       04.312  07:19:10.06  00009984  7.1  00024448  00001536  00008448
 VLIMPZR0    05F407  PSB       04.312  07:19:10.06  00006272  7.1  00024448  00001088  00005184
 VLIPAS30    05F40A  PSB       04.312  07:19:10.06  00011456  7.1  00009216  00001472  00009984
 VLIPFT01    05F40F  PSB       04.312  07:19:10.06  00002752  7.1  00001472  00000512  00002240
 VLIPGE00    05F412  PSB       04.312  07:19:10.06  00005888  7.1  00024448  00000768  00005120
 VLIPGE01    05F501  PSB       04.312  07:19:10.06  00007680  7.1  00008640  00000896  00006784
 VLIPROD1    05F504  PSB       04.312  07:19:10.06  00005888  7.1  00024448  00000768  00005120
 VLIPROD2    05F507  PSB       04.312  07:19:10.06  00006976  7.1  00024448  00000960  00006016
 VLIPROD3    05F50A  PSB       04.312  07:19:10.06  00006144  7.1  00003200  00001024  00005120
 VLIPROD4    05F50D  PSB       04.312  07:19:10.06  00006976  7.1  00024448  00000960  00006016
 VLIPUV00    05F510  PSB       04.312  07:19:10.06  00002624  7.1  00003584  00000512  00002112
 VLIPUV02    05F513  PSB       04.312  07:19:10.06  00002688  7.1  00003776  00000448  00002240
 VR00BPL     05F601  PSB       04.312  07:19:10.06  00005056  7.1  00001920  00000960  00004096
 VR001PL     05F604  PSB       04.312  07:19:10.06  00003776  7.1  00001664  00000704  00003072
 VXT00PL     05F607  PSB       04.312  07:19:10.06  00005888  7.1  00001984  00000960  00004928
 VX010PL     05F60A  PSB       04.312  07:19:10.06  00022144  7.1  00008768  00003392  00018752
 VX010P1     05F60D  PSB       04.312  07:19:10.06  00005184  7.1  00008576  00000576  00004608
 VX010P2     05F701  PSB       04.312  07:19:10.06  00005184  7.1  00008192  00000576  00004608
 VX010P3     05F704  PSB       04.312  07:19:10.06  00012672  7.1  00008768  00001024  00011648
 VX010SD     02F20D  DMB DL/1  04.312  07:19:10.06  00002616  7.1
 VX011SD     02F21D  DMB DL/1  04.312  07:19:10.06  00000440  7.1
 VX100PL     05F707  PSB       04.312  07:19:10.06  00058240  7.1  00006656  00010496  00047744
 VX100P1     05F804  PSB       04.312  07:19:10.06  00004672  7.1  00005440  00000576  00004096
 VX100P2     05F807  PSB       04.312  07:19:10.06  00004544  7.1  00005440  00000576  00003968
 VX100P3     05F901  PSB       04.312  07:19:10.06  00023168  7.1  00005568  00004096  00019072
 VX100SD     02F209  DMB DL/1  04.312  07:19:10.06  00002248  7.1
 VX105SD     02F20F  DMB DL/1  04.312  07:19:10.06  00000440  7.1
 VX131SD     02F215  DMB DL/1  04.312  07:19:10.06  00000440  7.1
 VX191SD     02F217  DMB DL/1  04.312  07:19:10.06  00000440  7.1
 VX192SD     02F219  DMB DL/1  04.312  07:19:10.06  00000440  7.1
 VX193SD     02F21B  DMB DL/1  04.312  07:19:10.06  00000440  7.1
 VX200PL     05FA01  PSB       04.312  07:19:10.06  00033984  7.1  00005888  00005824  00028160
 VX200P1     05FA05  PSB       04.312  07:19:10.06  00004352  7.1  00005696  00000576  00003776
 VX200P2     05FA08  PSB       04.312  07:19:10.06  00004160  7.1  00005696  00000576  00003584
 VX200P3     05FB01  PSB       04.312  07:19:10.06  00011200  7.1  00005888  00001024  00010176
 VX200SD     02F205  DMB DL/1  04.312  07:19:10.06  00001536  7.1
 VX205SD     02F20B  DMB DL/1  04.312  07:19:10.06  00000440  7.1
 VX280PL     05FB04  PSB       04.312  07:19:10.06  00014720  7.1  00005568  00002944  00011776
 VX280P1     05FB07  PSB       04.312  07:19:10.06  00003520  7.1  00005440  00000576  00002944
 VX280P2     05FB0A  PSB       04.312  07:19:10.06  00003520  7.1  00005440  00000576  00002944
 VX280P3     05FB0D  PSB       04.312  07:19:10.06  00006720  7.1  00005568  00000960  00005760
 VX280SD     02F211  DMB DL/1  04.312  07:19:10.06  00001040  7.1
 VX282SD     02F21F  DMB DL/1  04.312  07:19:10.06  00000440  7.1
 VX400PL     05FC01  PSB       04.312  07:19:10.06  00008704  7.1  00002176  00001728  00006976
 VX400P1     05FC04  PSB       04.312  07:19:10.06  00003136  7.1  00001920  00000448  00002688
 VX400P2     05FC07  PSB       04.312  07:19:10.06  00003136  7.1  00001920  00000448  00002688
 VX400P3     05FC0A  PSB       04.312  07:19:10.06  00006016  7.1  00002176  00000960  00005056
 VX400P6     05FC0D  PSB       04.312  07:19:10.06  00003136  7.1  00001920  00000448  00002688
 VX400P7     05FC10  PSB       04.312  07:19:10.06  00006016  7.1  00002176  00000960  00005056
1 16:59:37  04.313 - ACB DIRECTORY LIST FOR LIBRARY - K9210P.IMSA.ACBLIB
-ACB NAME     TTR    ACB-TYPE   DATE     TIME        SIZE     REL   PSBW      CSA       SAS
0VX400SD     030B11  DMB DL/1  04.312  07:19:10.06  00000832  7.1
 VX440SD     030C02  DMB DL/1  04.312  07:19:10.06  00000440  7.1
 VX450PL     05FC13  PSB       04.312  07:19:10.06  00007104  7.1  00001728  00001472  00005632
 VX450P1     05FC16  PSB       04.312  07:19:10.06  00002752  7.1  00001536  00000448  00002304
 VX450P2     05FD01  PSB       04.312  07:19:10.06  00002752  7.1  00001536  00000448  00002304
 VX450P3     05FD04  PSB       04.312  07:19:10.06  00002880  7.1  00001728  00000448  00002432
 VX450P6     05FD07  PSB       04.312  07:19:10.06  00002752  7.1  00001536  00000448  00002304
 VX450P7     05FD0A  PSB       04.312  07:19:10.06  00002880  7.1  00001728  00000448  00002432
 VX450SD     033406  DMB DL/1  04.312  07:19:10.06  00000608  7.1
 VX500PL     05FD0D  PSB       04.312  07:19:10.06  00007168  7.1  00001728  00001472  00005696
 VX500P1     05FD10  PSB       04.312  07:19:10.06  00002880  7.1  00001600  00000448  00002432
 VX500P2     05FD13  PSB       04.312  07:19:10.06  00002880  7.1  00001600  00000448  00002432
 VX500P3     05FD16  PSB       04.312  07:19:10.06  00002944  7.1  00001728  00000448  00002496
 VX500P6     05FD19  PSB       04.312  07:19:10.06  00002880  7.1  00001600  00000448  00002432
 VX500P7     05FD1C  PSB       04.312  07:19:10.06  00002944  7.1  00001728  00000448  00002496
 VX500SD     03A207  DMB DL/1  04.312  07:19:10.06  00000520  7.1
 VX510SD     03A209  DMB DL/1  04.312  07:19:10.06  00000440  7.1
 WA10APL     05FE04  PSB       04.312  07:19:10.06  00040704  7.1  00027136  00008064  00032640
 WA10BPL     05FE08  PSB       04.312  07:19:10.06  00003776  7.1  00001664  00000704  00003072
 WA10CPL     05FF01  PSB       04.312  07:19:10.06  00003776  7.1  00001664  00000704  00003072
 WA10DPL     05FF04  PSB       04.312  07:19:10.06  00003776  7.1  00001664  00000704  00003072
 WA10EPL     05FF07  PSB       04.312  07:19:10.06  00022464  7.1  00026240  00004032  00018432
 WA100PL     05FF0A  PSB       04.312  07:19:10.06  00004928  7.1  00001664  00000960  00003968
 WA101PL     05FF0D  PSB       04.312  07:19:10.06  00003776  7.1  00001664  00000704  00003072
 WA102PL     05FF10  PSB       04.312  07:19:10.06  00003776  7.1  00001664  00000704  00003072
 WA104PL     060001  PSB       04.312  07:19:10.06  00012864  7.1  00026304  00002176  00010688
 WA20APL     060004  PSB       04.312  07:19:10.06  00007488  7.1  00025856  00001472  00006016
 WA200PL     060007  PSB       04.312  07:19:10.06  00008704  7.1  00025984  00001856  00006848
 WA220PL     06000A  PSB       04.312  07:19:10.06  00008512  7.1  00025664  00001856  00006656
 WA30APL     06000D  PSB       04.312  07:19:10.06  00009024  7.1  00025984  00001856  00007168
 WA30BPL     060103  PSB       04.312  07:19:10.06  00003776  7.1  00001664  00000704  00003072
 WA30CPL     060106  PSB       04.312  07:19:10.06  00003776  7.1  00001664  00000704  00003072
 WA30GPL     060109  PSB       04.312  07:19:10.06  00006336  7.1  00025856  00001216  00005120
 WA30IPL     06010C  PSB       04.312  07:19:10.06  00006336  7.1  00025856  00001216  00005120
 WA300PL     06010F  PSB       04.312  07:19:10.06  00004928  7.1  00001664  00000960  00003968
 WA301PL     060112  PSB       04.312  07:19:10.06  00003776  7.1  00001664  00000704  00003072
 WA302PL     060115  PSB       04.312  07:19:10.06  00003776  7.1  00001664  00000704  00003072
 WA306PL     060201  PSB       04.312  07:19:10.06  00008000  7.1  00025984  00001600  00006400
 WA308PL     060204  PSB       04.312  07:19:10.06  00008448  7.1  00026112  00001664  00006784
 WA31APL     060207  PSB       04.312  07:19:10.06  00033600  7.1  00027136  00007296  00026304
 WA31CPL     060303  PSB       04.312  07:19:10.06  00033600  7.1  00027136  00007296  00026304
 WA31DPL     060307  PSB       04.312  07:19:10.06  00011776  7.1  00026240  00002368  00009408
 WA31EPL     060401  PSB       04.312  07:19:10.06  00013376  7.1  00025984  00002624  00010752
 WA31FPL     060404  PSB       04.312  07:19:10.06  00011008  7.1  00026816  00002048  00008960
 WA310PL     060407  PSB       04.312  07:19:10.06  00007488  7.1  00025664  00001600  00005888
 WA312PL     06040A  PSB       04.312  07:19:10.06  00007488  7.1  00025664  00001600  00005888
 WA313PL     060501  PSB       04.312  07:19:10.06  00011520  7.1  00026240  00002432  00009088
 WA314PL     060504  PSB       04.312  07:19:10.06  00007680  7.1  00025984  00001600  00006080
 WA315PL     060507  PSB       04.312  07:19:10.06  00009088  7.1  00026688  00001920  00007168
 WA32APL     06050A  PSB       04.312  07:19:10.06  00007488  7.1  00025856  00001472  00006016
1 16:59:37  04.313 - ACB DIRECTORY LIST FOR LIBRARY - K9210P.IMSA.ACBLIB
-ACB NAME     TTR    ACB-TYPE   DATE     TIME        SIZE     REL   PSBW      CSA       SAS
0WA320PL     06050D  PSB       04.312  07:19:10.06  00007616  7.1  00025984  00001600  00006016
 WA33APL     060601  PSB       04.312  07:19:10.06  00009472  7.1  00025984  00001856  00007616
 WA33CPL     060604  PSB       04.312  07:19:10.06  00007488  7.1  00025856  00001472  00006016
 WA330PL     060607  PSB       04.312  07:19:10.06  00009792  7.1  00025984  00001856  00007936
 WA332PL     06060A  PSB       04.312  07:19:10.06  00008000  7.1  00025984  00001600  00006400
 WA34APL     06060D  PSB       04.312  07:19:10.06  00010176  7.1  00025984  00002112  00008064
 WA340PL     060701  PSB       04.312  07:19:10.06  00007616  7.1  00025984  00001600  00006016
 WA40APL     060704  PSB       04.312  07:19:10.06  00008896  7.1  00025984  00001856  00007040
 WA40CPL     060707  PSB       04.312  07:19:10.06  00009024  7.1  00025984  00001856  00007168
 WA400PL     06070A  PSB       04.312  07:19:10.06  00007488  7.1  00025664  00001600  00005888
 WA402PL     06070D  PSB       04.312  07:19:10.06  00007616  7.1  00025984  00001600  00006016
 WA50APL     060801  PSB       04.312  07:19:10.06  00008896  7.1  00025984  00001856  00007040
 WA50CPL     060804  PSB       04.312  07:19:10.06  00009024  7.1  00025984  00001856  00007168
 WA500PL     060807  PSB       04.312  07:19:10.06  00007488  7.1  00025664  00001600  00005888
 WA502PL     06080A  PSB       04.312  07:19:10.06  00007616  7.1  00025984  00001600  00006016
 WA60APL     06080D  PSB       04.312  07:19:10.06  00010560  7.1  00025984  00002112  00008448
 WA610PL     060901  PSB       04.312  07:19:10.06  00008832  7.1  00026240  00001920  00006912
 WA620PL     060904  PSB       04.312  07:19:10.06  00008896  7.1  00026240  00001920  00006976
 WA66APL     060907  PSB       04.312  07:19:10.06  00010048  7.1  00025984  00002112  00007936
 WA670PL     06090A  PSB       04.312  07:19:10.06  00008768  7.1  00025984  00001856  00006912
 WA80DPL     06090D  PSB       04.312  07:19:10.06  00007488  7.1  00025856  00001472  00006016
 WA80EPL     060A01  PSB       04.312  07:19:10.06  00010304  7.1  00026112  00002176  00008128
 WA803PL     060A04  PSB       04.312  07:19:10.06  00006528  7.1  00025984  00001344  00005184
 WA804PL     060A07  PSB       04.312  07:19:10.06  00009024  7.1  00026112  00001920  00007104
 WA90DPL     060A0A  PSB       04.312  07:19:10.06  00007488  7.1  00025856  00001472  00006016
 WA90EPL     060A0D  PSB       04.312  07:19:10.06  00011712  7.1  00025984  00002368  00009344
 WA903PL     060B02  PSB       04.312  07:19:10.06  00006784  7.1  00025664  00001344  00005440
 WA904PL     060B05  PSB       04.312  07:19:10.06  00007936  7.1  00025664  00001600  00006336
 WA95APL     060B08  PSB       04.312  07:19:10.06  00010368  7.1  00026112  00002176  00008192
 WA95FPL     060B0B  PSB       04.312  07:19:10.06  00010496  7.1  00026112  00002176  00008320
 WA950PL     060B0E  PSB       04.312  07:19:10.06  00007424  7.1  00025792  00001536  00005888
 WA955PL     060C01  PSB       04.312  07:19:10.06  00007488  7.1  00025664  00001600  00005888
 WC004PL     060D01  PSB       04.312  07:19:10.06  00033024  7.1  00010048  00006464  00026560
 WC006PL     060D05  PSB       04.312  07:19:10.06  00009152  7.1  00003008  00001536  00007616
 WE10APL     060E01  PSB       04.312  07:19:10.06  00011264  7.1  00026176  00002432  00008832
 WE10EPL     060E04  PSB       04.312  07:19:10.06  00015872  7.1  00025984  00003328  00012544
 WE10FPL     060E07  PSB       04.312  07:19:10.06  00007488  7.1  00025856  00001472  00006016
 WE10GPL     060F01  PSB       04.312  07:19:10.06  00015872  7.1  00025984  00003328  00012544
 WE10HPL     060F04  PSB       04.312  07:19:10.06  00028352  7.1  00026560  00005696  00022656
 WE100PL     060F07  PSB       04.312  07:19:10.06  00004928  7.1  00001664  00000960  00003968
 WE104PL     061002  PSB       04.312  07:19:10.06  00004928  7.1  00001664  00000960  00003968
 WE105PL     061005  PSB       04.312  07:19:10.06  00006272  7.1  00025536  00001216  00005056
 WE106PL     061008  PSB       04.312  07:19:10.06  00004928  7.1  00001664  00000960  00003968
 WE107PL     06100B  PSB       04.312  07:19:10.06  00006272  7.1  00025536  00001216  00005056
 WE11APL     06100E  PSB       04.312  07:19:10.06  00015872  7.1  00025984  00003328  00012544
 WE11CPL     061101  PSB       04.312  07:19:10.06  00028352  7.1  00026560  00005696  00022656
 WE11GPL     061104  PSB       04.312  07:19:10.06  00007488  7.1  00025856  00001472  00006016
 WE110PL     061107  PSB       04.312  07:19:10.06  00004928  7.1  00001664  00000960  00003968
 WE112PL     06110A  PSB       04.312  07:19:10.06  00006272  7.1  00025536  00001216  00005056
 WE116PL     061201  PSB       04.312  07:19:10.06  00007552  7.1  00025728  00001472  00006080
1 16:59:37  04.313 - ACB DIRECTORY LIST FOR LIBRARY - K9210P.IMSA.ACBLIB
-ACB NAME     TTR    ACB-TYPE   DATE     TIME        SIZE     REL   PSBW      CSA       SAS
0WE12APL     061204  PSB       04.312  07:19:10.06  00015424  7.1  00025984  00003008  00012416
 WE12BPL     061207  PSB       04.312  07:19:10.06  00011904  7.1  00026432  00002368  00009536
 WE120PL     06120A  PSB       04.312  07:19:10.06  00004928  7.1  00001664  00000960  00003968
 WE121PL     06120D  PSB       04.312  07:19:10.06  00006272  7.1  00025536  00001216  00005056
 WE13APL     061303  PSB       04.312  07:19:10.06  00007488  7.1  00025856  00001472  00006016
 WE130PL     061306  PSB       04.312  07:19:10.06  00007616  7.1  00025792  00001536  00006080
 WE14APL     061309  PSB       04.312  07:19:10.06  00042176  7.1  00028544  00007296  00034880
 WE14EPL     061404  PSB       04.312  07:19:10.06  00027136  7.1  00026560  00005440  00021696
 WE14FPL     061407  PSB       04.312  07:19:10.06  00007488  7.1  00025856  00001472  00006016
 WE140PL     061501  PSB       04.312  07:19:10.06  00004928  7.1  00001664  00000960  00003968
 WE144PL     061504  PSB       04.312  07:19:10.06  00006272  7.1  00025536  00001216  00005056
